camis,dba,boro,cuisine_description,building,street,zipcode,grade
40727750,UTSAV FESTIVE INDIA RESTAURANT,Manhattan,Indian,1185,AVENUE OF THE AMERICAS,10036.0,A
50099946,WORK CAFE,Brooklyn,Coffee/Tea,85,NORTH    6 STREET,11249.0,A
41412075,BURGER ONE NYC,Manhattan,American,1150,LEXINGTON AVENUE,10075.0,A
50101878,DIM SUM PALACE,Manhattan,Chinese,28,WEST   56 STREET,10019.0,C
50045357,MCDONALD'S,Manhattan,Hamburgers,809,6 AVENUE,10001.0,A
41720680,THE HUMMUS & PITA CO.,Manhattan,Mediterranean,79,CHAMBERS STREET,10007.0,A
50069904,THREE DOLLAR BILL / DEL SUR,Brooklyn,Irish,260,MESEROLE STREET,11206.0,A
50122822,HUDSON BAGEL,Manhattan,Sandwiches/Salads/Mixed Buffet,691,9 AVENUE,10036.0,C
50034278,GO CUPS,Manhattan,"Juice, Smoothies, Fruit Salads",1838,2 AVENUE,10128.0,A
50110272,LE B NYC,Manhattan,French,283,WEST   12 STREET,10014.0,A
50057096,HONORE CLUB,Brooklyn,American,173,IRVING AVENUE,11237.0,A
50047924,XIN HI CHINESE BUFFETT,Bronx,Chinese,2053,BARTOW AVENUE,10475.0,B
41721444,READY TO EAT,Manhattan,American,525,HUDSON STREET,10014.0,B
50126424,BANGRAK THAI CUISINE,Manhattan,Thai,1750,2 AVENUE,10128.0,A
50107504,VALLA TABLE,Manhattan,Southeast Asian,641,10 AVENUE,10036.0,C
50042744,AZTEC SOUL,Brooklyn,Mexican,3372,ATLANTIC AVENUE,11208.0,A
50158450,ORIGINAL BELLA NAPOLI PIZZA & RESTAURANT,Brooklyn,Pizza,594,CRESCENT STREET,11208.0,A
50120834,BEN'S PIZZA,Manhattan,Pizza,123,MACDOUGAL STREET,10012.0,A
41004674,FLORIDITA RESTAURANT UPTOWN,Manhattan,Latin American,4162,BROADWAY,10033.0,A
40387027,LA CASA DEL POLLO,Queens,Peruvian,87-07,ROOSEVELT AVENUE,11372.0,A
50002841,DUNKIN,Manhattan,Donuts,33,BEAVER STREET,10004.0,A
50146885,THE BROTHERS BAGELS,Brooklyn,Bagels/Pretzels,7105,FORT HAMILTON PARKWAY,11228.0,C
50139414,QAHWAH HOUSE,Manhattan,Middle Eastern,13,CARMINE STREET,10014.0,C
40368313,RED FLAME DINER,Manhattan,American,67,WEST   44 STREET,10036.0,A
41278212,THE RUSSIAN TEA ROOM,Manhattan,Russian,150,WEST   57 STREET,10019.0,B
50053320,COCO FRESH TEA & JUICE,Queens,Coffee/Tea,37-01B,82 STREET,,A
50111134,YUMMI BAKERY,Bronx,Bakery Products/Desserts,952,SOUTHERN BOULEVARD,10459.0,A
50001456,GOLDEN UNICORN GOURMET,Manhattan,Chinese,18,EAST BROADWAY,10002.0,C
50130900,PELICANA CHICKEN,Queens,Korean,47-08,GREENPOINT AVENUE,11104.0,C
50101530,LITTLE GEORGIA,Brooklyn,Bakery Products/Desserts,3089,BRIGHTON    6 STREET,11235.0,A
50096809,GWB JUICE BAR,Manhattan,"Juice, Smoothies, Fruit Salads",4211,BROADWAY,10033.0,C
50120853,LITTLE MOROCCO,Queens,Moroccan,24-39,STEINWAY STREET,11103.0,A
40911251,SUSHI SEKI,Manhattan,Japanese,1143,1 AVENUE,10065.0,A
50077756,ISLAND TRINI BURGER,Brooklyn,Caribbean,504,UTICA AVENUE,11203.0,A
50164428,THE CONNECT BAR,Queens,Other,160-02,JAMAICA AVENUE,11432.0,A
50173432,BROOKLYN BREAD,Brooklyn,Other,347,7 AVENUE,11215.0,C
50077658,JUICY MAMA,Brooklyn,"Juice, Smoothies, Fruit Salads",253,SCHENECTADY AVENUE,11213.0,A
50118343,RITA & MARIA,Brooklyn,American,558,HALSEY STREET,11233.0,A
50151783,RAISING CANE'S,Queens,Chicken,39-20,MAIN STREET,11354.0,A
50000479,IFC CENTER,Manhattan,American,323,6 AVENUE,10014.0,A
41241298,ALCHEMY,Brooklyn,American,56,5 AVENUE,11217.0,A
40919894,KENNY'S RESTAURANT,Brooklyn,Chinese,1924,NOSTRAND AVENUE,11226.0,A
41712533,I LOVE PARAGUAY,Queens,Latin American,43-16,GREENPOINT AVENUE,11104.0,A
50108141,PIZZERIA PANINA,Queens,Italian,68-38,FOREST AVENUE,11385.0,A
50102646,TACOMBI,Manhattan,Tex-Mex,74,BROAD STREET,10004.0,A
50113364,301 1ST AVE DORM,Manhattan,American,301,1 AVENUE,10003.0,A
50173983,LOVED ONES COFFEE,Brooklyn,Coffee/Tea,253,BERGEN STREET,11217.0,A
50121126,PARIS BAGUETTE,Queens,Bakery Products/Desserts,252-20,NORTHERN BOULEVARD,11362.0,A
41688120,KOSHER GRILL,Brooklyn,Jewish/Kosher,620,ATLANTIC AVENUE,11217.0,A
40703795,STARBUCKS,Manhattan,Coffee/Tea,2,COLUMBUS AVENUE,10019.0,A
50078408,SUBWAY AND JUICE,Queens,Sandwiches,30-25,STRATTON STREET,11354.0,A
50094590,HOLY SCHNITZEL,Staten Island,Jewish/Kosher,438,NOME AVENUE,10314.0,A
50146160,PRET A MANGER,Manhattan,Soups/Salads/Sandwiches,1071,6 AVENUE,10018.0,A
50115900,ASTORIA FAMILY PIZZA,Queens,Pizza,19-27,DITMARS BOULEVARD,11105.0,A
50086119,SUNRISE,Queens,Chinese,96-07,101 AVENUE,11416.0,B
50117129,DUNKIN,Manhattan,Donuts,1590,MADISON AVENUE,10029.0,A
50124637,TACO BELL,Manhattan,Tex-Mex,3924,BROADWAY,10032.0,A
50103190,KENNEDY FRIED CHICKEN,Bronx,Chicken,297,EAST  170 STREET,10456.0,A
50050384,FRIJOLITO'S RESTAURANT,Manhattan,Mexican,3446,BROADWAY,10031.0,A
41529703,ON THE ROCKS,Manhattan,American,696,10 AVENUE,10019.0,A
50072605,BORAN THAI CUISINE,Brooklyn,Thai,462,COURT STREET,11231.0,A
50093726,LE CAFE COFFEE,Manhattan,Coffee/Tea,1440,BROADWAY,10018.0,A
40871961,TOTA'S,Brooklyn,Caribbean,244,UTICA AVENUE,11213.0,B
41463046,DUNKIN,Bronx,Donuts,4201,WEBSTER AVENUE,10470.0,A
40397700,THE MERCURY LOUNGE,Manhattan,American,217,EAST HOUSTON STREET,10002.0,A
40600383,FERRARA'S,Manhattan,Bakery Products/Desserts,195,GRAND STREET,10013.0,A
50097152,JET'S PIZZA,Manhattan,Pizza,112,9 AVENUE,10011.0,B
41067996,DINO'S PIZZA,Bronx,Pizza,5660,MOSHOLU AVENUE,10471.0,B
50045843,KURO-OBI OF IPPUDO,Manhattan,Japanese,230,PARK AVENUE,10169.0,A
50042927,TACOMBI,Manhattan,Mexican,255,BLEECKER STREET,10014.0,A
50169729,HALAL MUNCHIES,Manhattan,Middle Eastern,164,DELANCEY STREET,10002.0,A
50177936,Kennedy Fried Chicken,Bronx,Chicken,13,EAST MOUNT EDEN AVENUE,10452.0,A
50123625,THE CONCRETE JUNGLE,Brooklyn,Coffee/Tea,13,JEFFERSON STREET,11206.0,A
50072506,SAJOMA,Brooklyn,Latin American,909,DEKALB AVENUE,11221.0,B
41156192,LANTERN,Brooklyn,Thai,101,MONTAGUE STREET,11201.0,A
41102997,TAJ II,Manhattan,American,48,WEST   21 STREET,10010.0,A
50140847,CAFE CHRYSTIE,Manhattan,Coffee/Tea,184,EAST    7 STREET,10009.0,A
50129273,BROOKLYN PERK COFFEE,Brooklyn,Coffee/Tea,206,PARKSIDE AVENUE,11226.0,A
50061047,MCDONALD'S,Queens,Hamburgers,166-01,BAISLEY BOULEVARD,11434.0,A
40750343,VIEW LOUNGE,Manhattan,American,1535,BROADWAY,10036.0,A
40570910,DIAMANTE POBLANO RESTAURANT,Bronx,Mexican,2431,JEROME AVENUE,10468.0,A
50173245,LITTLE JAMAICAN PRIDE,Brooklyn,Caribbean,4202,AVENUE D,11203.0,B
50019119,FOUNTAIN OF SPA,Queens,"Juice, Smoothies, Fruit Salads",32-02,LINDEN PLACE,11354.0,A
50053023,LA DULCE II BAKERY,Queens,Bakery Products/Desserts,8710A,LEFFERTS BOULEVARD,,B
50117053,KYURAMEN / TBAAR,Queens,Japanese,38-35,BELL BOULEVARD,11361.0,C
50146726,TAMBOURINE,Queens,Korean,41-03,162 STREET,11358.0,A
50113335,CYC GRACE CHINESE FOOD,Brooklyn,Chinese,136,GRAHAM AVENUE,11206.0,A
50091553,EL CAMPEON DE LOS POLLOS,Queens,Spanish,11106,LEFFERTS BOULEVARD,11420.0,A
50005477,CHINA FUN CHINESE RESTAURANT,Queens,Chinese,95-04,101 AVENUE,11416.0,C
50161731,KYO,Brooklyn,Asian/Asian Fusion,326,TOMPKINS AVENUE,11216.0,A
50133391,JUNGLE JUICE CAFE,Brooklyn,"Juice, Smoothies, Fruit Salads",843,CLASSON AVENUE,11238.0,A
50085734,KOGANE RAMEN,Manhattan,Japanese,337,WEST   14 STREET,10014.0,A
50108486,PAN,Queens,Pizza,1563,DECATUR STREET,11385.0,A
50092271,CJ'S CAFE,Brooklyn,Caribbean,875,FLATBUSH AVENUE,11226.0,B
50138019,"CROWN FRIED CHICKEN, PIZZA & COFFEE SHOP",Brooklyn,Pizza,3149,FULTON STREET,11208.0,B
41563594,SCAGLIONE BROTHERS BAKERY,Bronx,Sandwiches,1078,MORRIS PARK AVENUE,10461.0,A
50067070,CARVEL,Queens,Frozen Desserts,116-10,LIBERTY AVENUE,11419.0,A
41614214,OUR VILLAGE ROTI SHOP,Queens,Caribbean,211-61,JAMAICA AVENUE,11428.0,A
50105152,VIVI BUBBLE TEA,Manhattan,Chinese,1324,2 AVENUE,10021.0,A
50135473,GUSTITOS LATINO RESTAURANT,Bronx,Spanish,2132,CRUGER AVENUE,10462.0,B
50133051,IMM THAI,Manhattan,Thai,80,NASSAU STREET,10038.0,A
50088751,BREAK BAR,Manhattan,American,458,9 AVENUE,10018.0,A
50115826,EL GRAN VALLE RESTAURANT,Bronx,Latin American,1846,JEROME AVENUE,10453.0,A
50000268,JAMAICA BREEZE RESTAURANT,Queens,Caribbean,232-02,MERRICK BOULEVARD,11413.0,A
50137119,SUGAR HILL CREAMERY,Brooklyn,Other,55,WATER STREET,11201.0,A
50090493,HEMO'S SPOT 3,Bronx,"Juice, Smoothies, Fruit Salads",713,MORRIS PARK AVENUE,10462.0,A
50073019,MOON & FLOWER HOUSE,Queens,Sandwiches,40-26,UNION STREET,11354.0,B
50007127,GREGORY'S COFFEE,Manhattan,Coffee/Tea,42,BROADWAY,10004.0,A
40926520,HILLSIDE CAFE / HAKUBAI / ROOF 66,Manhattan,Japanese,66,PARK AVENUE,10016.0,A
50146152,PRET A MANGER,Manhattan,Sandwiches,1,ASTOR PLACE,10003.0,A
40396020,LA CONTENTA OESTE,Manhattan,Mexican,78,WEST   11 STREET,10011.0,A
50042319,LITTLE MISS MUFFIN N HER STUFFIN,Brooklyn,Caribbean,768,WASHINGTON AVENUE,11238.0,A
50083472,HILLTOP PARK ALEHOUSE,Manhattan,American,3821,BROADWAY,10032.0,C
50101588,BROOKLYN BAGEL & COFFEE COMPANY,Queens,Bagels/Pretzels,35-05,BROADWAY,11106.0,A
40929114,NEW HONG KONG KITCHEN,Brooklyn,Chinese,5226,CHURCH AVENUE,11203.0,A
50122867,DOMINO'S PIZZA #3685,Manhattan,Pizza,148,WEST   72 STREET,10023.0,A
50126782,SPRINGBONE KITCHEN,Brooklyn,American,55,PROSPECT STREET,11201.0,A
50008181,PASTEUR GRILL & NOODLES,Manhattan,Southeast Asian,85,BAXTER STREET,10013.0,C
50108971,THE NUAA TABLE,Brooklyn,Thai,638,BERGEN STREET,11238.0,A
50083776,CHUN BAI WEI,Brooklyn,Chinese,4503,8 AVENUE,11220.0,A
50128515,MCDONALDS,Queens,Hamburgers,91-18,BEACH CHANNEL DRIVE,11693.0,A
50130699,KAM FUNG CHINESE RESTAURANT,Brooklyn,Chinese,5221,AVENUE N,11234.0,A
50035053,BOB'S YOUR UNCLE,Manhattan,American,929,COLUMBUS AVENUE,10025.0,A
50004498,PEACHWAVE FROZEN YOGURT,Bronx,Frozen Desserts,602,EAST  187 STREET,10458.0,A
50055640,ZEF CAFE,Manhattan,American,70,BOWERY,10013.0,A
50044944,FOY JUICE BAR & EATERY,Queens,"Juice, Smoothies, Fruit Salads",217-93,HEMPSTEAD AVENUE,11429.0,A
50137477,BONA PIZZA,Bronx,Pizza,751,WESTCHESTER AVENUE,10455.0,A
50143734,MOTHERS SEAFOOD & MORE,Brooklyn,Soul Food,59,GRAHAM AVENUE,11206.0,A
50054754,MCDONALD'S,Queens,Hamburgers,114-01,SUTPHIN BOULEVARD,11436.0,A
50157430,DILLY DALLY,Brooklyn,Other,626,VANDERBILT AVENUE,11238.0,A
50113614,SHIRAZI KEBAB HOUSE,Queens,Afghan,183-10,HORACE HARDING EXPRESSWAY,11365.0,B
50156039,WENDYS,Brooklyn,Sandwiches,1601,UTICA AVENUE,11234.0,A
50044549,PANDA HOUSE,Brooklyn,Chinese,530D,CONDUIT BOULEVARD,11208.0,C
50113693,DAILY DOSE JUICE BAR,Brooklyn,"Juice, Smoothies, Fruit Salads",276B,12 STREET,11215.0,A
50002265,SUSHI NAKAZAWA,Manhattan,Japanese,23,COMMERCE STREET,10014.0,A
50064425,LUKE'S LOBSTER,Manhattan,Seafood,124,UNIVERSITY PLACE,10003.0,A
41629073,LAS TIAS,Queens,Latin American,74-01,METROPOLITAN AVENUE,11379.0,A
50032642,DELICACY,Manhattan,Sandwiches,12,EAST   44 STREET,10017.0,A
41495911,ARIA,Manhattan,Italian,117,PERRY STREET,10014.0,A
50086207,ANYTIME KARAOKE,Manhattan,Korean,23,WEST   32 STREET,10001.0,A
50156908,THE NEW BRIDGEVIEW DINER,Brooklyn,American,9011,3 AVENUE,11209.0,B
50046038,JOE'S LOBSTER HOUSE,Staten Island,Seafood,4707,ARTHUR KILL ROAD,10309.0,A
50174141,CHICK-FIL-A,Brooklyn,Chicken,31,SMITH STREET,11201.0,A
50105927,CRAFT + CARRY,Manhattan,Bottled Beverages,116,SAINT MARKS PLACE,10009.0,C
50068625,PANDA BUBBLE TEA,Manhattan,Coffee/Tea,1000S,8 AVENUE,10019.0,B
40963282,TIPICO DOMINICANO,Queens,Latin American,103-10,39 AVENUE,11368.0,A
50162959,BP FRESH,Manhattan,"Juice, Smoothies, Fruit Salads",140,CHURCH STREET,10007.0,A
50154933,SYMPOSIUM,Manhattan,Greek,544,WEST  113 STREET,10025.0,A
40881083,MCDONALD'S,Queens,Hamburgers,256-03,UNION TURNPIKE,11004.0,B
50089628,WALL STREET GRILL,Manhattan,Jewish/Kosher,128,PEARL STREET,10005.0,A
50125170,JOHN'S DELI,Brooklyn,Italian,8308,13 AVENUE,11228.0,B
50062556,THEP,Manhattan,Thai,1439,2 AVENUE,10021.0,C
50089076,3A'S LEGACY SALAD & GRILL,Bronx,Soups/Salads/Sandwiches,445,MORRIS PARK AVENUE,10460.0,A
50077772,CLASSIC CAR CLUB,Manhattan,American,,PIER   76,10018.0,B
50171982,STARBUCKS,Manhattan,Coffee/Tea,28,LIBERTY STREET,10005.0,A
41616073,GRUENEBAUM'S BAKERY & CAFE,Bronx,Jewish/Kosher,5663,RIVERDALE AVENUE,10471.0,A
41477010,DUTCH KILLS,Queens,American,27-24,JACKSON AVENUE,11101.0,A
50002933,SUBWAY,Manhattan,Sandwiches,367,WEST   34 STREET,10001.0,A
50062426,NOURISH THAI,Brooklyn,Thai,637A,VANDERBILT AVENUE,11238.0,B
40397625,LA VILLA PIZZERIA,Brooklyn,Pizza,6610,AVENUE U,11234.0,A
50061149,TOYOTA TERRACE BAR,Bronx,American,1,EAST  161 STREET,10451.0,A
50083453,BAYARD SUSHI,Manhattan,Japanese,83,BAYARD STREET,10013.0,A
50091934,POPEYES,Brooklyn,Chicken,1110,AVENUE U,11223.0,A
50118361,ANDA CAFE,Queens,Other,83-31,BROADWAY,11373.0,A
50107085,HY FOOD COURT,Queens,Korean,150-51,NORTHERN BOULEVARD,11354.0,B
41219576,EL EMPERADOR ELIAS,Brooklyn,Latin American,274,BROADWAY,11211.0,A
50044460,MOROCHO BAKERY,Queens,Latin American,111-26,ROOSEVELT AVENUE,11368.0,B
50073490,FIVE GUYS FAMOUS BURGERS AND FRIES,Manhattan,Hamburgers,1008,6 AVENUE,10018.0,A
50088012,SUGARFISH BY SUSHI NOZAWA,Manhattan,Japanese,202,SPRING STREET,10012.0,A
41433057,NEW SHUN WEI RESTAURANT,Manhattan,Chinese,45,CATHERINE STREET,10038.0,C
50060077,LUNA PIZZERIA,Brooklyn,Pizza,1115,KINGS HIGHWAY,11229.0,A
50114171,UPSIDE PIZZA,Manhattan,Pizza,20,EAST   40 STREET,10016.0,A
50058180,POPEYES,Manhattan,Chicken,1908,3 AVENUE,10029.0,B
50087293,STICK TO MY POT,Manhattan,Asian/Asian Fusion,224,WEST   35 STREET,10001.0,A
50055215,FRANKLIN 820,Brooklyn,American,820,FRANKLIN AVENUE,11225.0,A
41649359,DUNKIN,Manhattan,Donuts,2,PENNSYLVANIA PLAZA,10121.0,A
50151286,KUNG FU TEA,Manhattan,Coffee/Tea,234,CANAL STREET,10013.0,A
50117851,CAFE VALDEZ,Queens,Latin American,40-15,JUNCTION BOULEVARD,11368.0,C
41276492,LA FE BAKERY & COFFEE SHOP,Queens,Mexican,39-08,64 STREET,11377.0,A
50012812,PANDA EXPRESS,Queens,Chinese,90-15,QUEENS BOULEVARD,11373.0,A
50132596,GLAZE,Manhattan,Asian/Asian Fusion,350,HUDSON STREET,10014.0,A
50181356,HAWA,Brooklyn,"Juice, Smoothies, Fruit Salads",44,WILLOUGHBY STREET,11201.0,A
50114941,ACE BURGER & CRISPY CHICKEN,Brooklyn,Chinese,6712,FORT HAMILTON PARKWAY,11219.0,A
50082831,FELIX ROASTING CO,Manhattan,Coffee/Tea,450,PARK AVENUE SOUTH,10016.0,A
41630064,"DUNKIN',' BASKIN ROBBINS",Queens,Donuts,83-47,PARSONS BOULEVARD,11432.0,A
50093309,EMPIRE SZECHUAN GARDEN,Staten Island,Chinese,1495,FOREST AVENUE,10302.0,A
50035268,SWEET DYNASTY,Brooklyn,Frozen Desserts,5918,5 AVENUE,11220.0,A
50064785,REGINA'S GROCERY,Manhattan,Italian,27,ORCHARD STREET,10002.0,A
50056280,CAMPANIA COAL FIRE PIZZA,Staten Island,Pizza,240,PAGE AVENUE,10307.0,C
50123489,TRUDY'S ICE CREAM,Manhattan,Frozen Desserts,975,COLUMBUS AVENUE,10025.0,A
50040532,INTERNATIONAL HOUSE DINING,Manhattan,American,500,RIVERSIDE DRIVE,10027.0,A
50176953,M.C. LUNCHEONETTE,Brooklyn,Mexican,577,5 AVENUE,11215.0,A
40395554,COUNTRY DONUTS,Staten Island,Donuts,3235,RICHMOND AVENUE,10312.0,A
41642682,CROWN FRIED CHICKEN,Manhattan,Chicken,2021,AMSTERDAM AVENUE,10032.0,A
41603147,MCDONALD'S,Bronx,Hamburgers,1625,WEBSTER AVENUE,10457.0,A
41259632,CHIPOTLE MEXICAN GRILL,Manhattan,Tex-Mex,100,MAIDEN LANE,10038.0,A
50045048,HANAMICHI,Manhattan,Asian/Asian Fusion,28,WEST   32 STREET,10001.0,A
50176062,CAFE BEE,Manhattan,Coffee/Tea,239,WEST   72 STREET,10023.0,A
50138779,EL CHANTILLY BAKERY,Brooklyn,Bakery Products/Desserts,5713,4 AVENUE,11220.0,A
50107069,WILD CRAB HOUSE,Staten Island,Cajun,1209,FOREST AVENUE,10310.0,A
50172685,T BITES,Manhattan,Middle Eastern,844,2 AVENUE,10017.0,A
41225392,BAYARD'S ALEHOUSE,Manhattan,American,533,HUDSON STREET,10014.0,A
50072517,DELICIAS CALENAS ASTORIA,Queens,Latin American,22-55,31 STREET,11105.0,A
41175984,TASTE OF DOLLY'S,Queens,Pizza,40-07,111 STREET,11368.0,A
50033845,DIMES,Manhattan,Californian,49,CANAL STREET,10002.0,A
50149628,SUBWAY,Brooklyn,Sandwiches,5100,KINGS PLAZA,11234.0,B
41149249,SQUIRE DINER,Manhattan,American,80,BEEKMAN STREET,10038.0,A
50003089,FATTY DADDY TACOS,Brooklyn,Tex-Mex,310,9 STREET,11215.0,A
50041809,KENNEDY FRIED CHICKEN,Queens,American,102-20,37 AVENUE,11368.0,A
50103908,MICHELADA HOUSE II,Queens,Mexican,88-19,ROOSEVELT AVENUE,11372.0,B
50114940,MCDONALD'S,Queens,Hamburgers,38-02,QUEENS BOULEVARD,11101.0,A
50118585,ZAZA GREENWICH ST,Manhattan,American,104,GREENWICH STREET,10006.0,A
50148758,HIP HOP BURGER NYC,Queens,Hamburgers,169-75,137 AVENUE,11434.0,A
50062507,FLORIAN AT LIRR HSF,Queens,American,93-59,183 STREET,11423.0,B
41668418,PROGRESO HONDURAS RESTAURANT,Brooklyn,Spanish,5303,FT HAMILTON PARKWAY,11219.0,A
50057093,WESTVILLE,Manhattan,Californian,110,WALL STREET,10005.0,A
50117351,MELODY'S PIANO BAR,Manhattan,American,1020,LEXINGTON AVENUE,10021.0,A
40955649,KOBRICK COFFEE CO.,Manhattan,Coffee/Tea,24,9 AVENUE,10014.0,A
50145537,EL RINCON BORICUA,Bronx,Latin American,622,MELROSE AVENUE,10455.0,A
41048074,GLATT ALA CARTE,Brooklyn,Jewish/Kosher,5123,18 AVENUE,11204.0,A
50138460,CROSSTOWN DINER,Bronx,American,2880,BRUCKNER BOULEVARD,10465.0,A
41663033,EL ENCANTO CENTRO-AMERICANO RESTAURANT,Queens,Latin American,149-12,JAMAICA AVENUE,11435.0,B
50113589,375 CHICKEN N FRIES,Manhattan,Chicken,649,9 AVENUE,10036.0,A
50175486,LIMUSINA,Manhattan,Other,441,9 AVENUE,10001.0,A
50121531,DOMINO'S,Brooklyn,Pizza,3514,NOSTRAND AVENUE,11229.0,A
50000551,WOLFNIGHTS,Manhattan,Sandwiches,99,RIVINGTON STREET,10002.0,B
40424709,THE CAKE CHEF,Staten Island,Bakery Products/Desserts,957,JEWETT AVENUE,10314.0,A
50135792,OSAMIL UPSTAIRS (2ND FL ACCESS THROUGH 1ST FL FSE),Manhattan,Korean,5,WEST   31 STREET,10001.0,A
50079220,NEWTOWN,Brooklyn,Middle Eastern,55,WATERBURY STREET,11206.0,A
50093793,DOMINO'S,Queens,Pizza,95-28,QUEENS BOULEVARD,11374.0,A
40372618,BURGER KING,Queens,Hamburgers,154-05,ROCKAWAY BOULEVARD,11434.0,A
50170308,CROWN FRIED CHICKEN & PIZZA,Brooklyn,Chicken,1263,NOSTRAND AVENUE,11226.0,B
50141655,DADA,Queens,Tapas,60-47,MYRTLE AVENUE,11385.0,A
50058924,BANTER,Manhattan,Australian,169,SULLIVAN STREET,10012.0,A
50158021,MARTHA'S PASTRY & CAFE,Brooklyn,Coffee/Tea,1183,BEDFORD AVENUE,11216.0,A
50052308,COURT PASTRY SHOP,Brooklyn,Bakery Products/Desserts,298,COURT STREET,11231.0,A
41618394,CREATE,Queens,American,36-03,30 AVENUE,11103.0,A
50156700,MERCATO LIC,Queens,Italian,47-46,VERNON BOULEVARD,11101.0,A
50068621,STARBUCKS COFFEE # 49196,Queens,Coffee/Tea,221-04,HORACE HARDING EXPRESSWAY,11364.0,A
50136802,"HERITAGE GRAND BAKERY, RESTAURANT & PIZZA BAR",Manhattan,Mediterranean,8,WEST   40 STREET,10018.0,B
41636405,ASIAN FOOD LTD,Queens,Filipino,83-35,PARSONS BOULEVARD,11432.0,B
50128400,ROYAL NAPOLI PIZZA,Manhattan,Pizza,691,10 AVENUE,10036.0,B
50064645,GYU KAKU,Queens,Japanese,40-52,MAIN STREET,11354.0,A
41584296,PUTNAM'S PUB,Brooklyn,Irish,419,MYRTLE AVENUE,11205.0,B
40712429,SAL Y PIMIENTA,Queens,Latin American,81-10,ROOSEVELT AVENUE,11372.0,C
50155426,BANG BANG BANGKOK,Brooklyn,Thai,131,GRAND STREET,11249.0,A
50061530,EL VIEJO JHON'S,Brooklyn,Mexican,5603,5 AVENUE,11220.0,A
50080673,RALPH'S FAMOUS ITALIAN ICES,Manhattan,Frozen Desserts,370,2 AVENUE,10010.0,A
50110741,BONDI SUSHI,Manhattan,Japanese,246,5 AVENUE,10001.0,A
41403323,BLUE RUIN,Manhattan,American,538,9 AVENUE,10018.0,A
41400742,BURGER KING,Bronx,Hamburgers,3500,BOSTON POST ROAD,10469.0,A
50157272,SUBWAY,Brooklyn,Sandwiches,1503,SHEEPSHEAD BAY ROAD,11235.0,A
50126784,ANGIE,Manhattan,"Juice, Smoothies, Fruit Salads",886,9 AVENUE,10019.0,A
50034728,THE MERMAID INN,Manhattan,Seafood,570,AMSTERDAM AVENUE,10024.0,A
40942069,CASSIDY'S PUB,Manhattan,Irish,65,WEST   55 STREET,10019.0,A
50144778,CAFFE DA CAPO,Manhattan,Coffee/Tea,1392,MADISON AVENUE,10029.0,A
50072853,VILLAGGIO,Queens,Italian,150-07,14 ROAD,11357.0,A
40676022,TACOS MEXICO,Queens,Mexican,41-10,102 STREET,11368.0,A
50058493,NEW YORK SAL'S PIZZERIA,Manhattan,Pizza,696,10 AVENUE,10019.0,A
50001870,THE DUMPLING COVE,Bronx,Caribbean,1530,EAST  222 STREET,10469.0,A
41543356,LITTLE CAESARS,Queens,Pizza,218-14,HEMPSTEAD AVENUE,11429.0,A
50109859,GUISA'O,Brooklyn,Latin American,1062,BROADWAY,11221.0,A
50145402,JR SUSHI,Manhattan,Japanese,119,CHAMBERS STREET,10007.0,C
41047349,JENNIFER'S CAFE,Manhattan,Latin American,67,1 AVENUE,10003.0,A
41086217,MIKES OLYMPIC GRILL,Staten Island,American,1637,FOREST AVENUE,10302.0,B
50037434,ART CAFE + BAR,Brooklyn,American,884,PACIFIC STREET,11238.0,A
50108185,DUNKIN,Brooklyn,Jewish/Kosher,418,AVENUE P,11223.0,A
50085475,VERY FRESH NOODLES,Manhattan,Asian/Asian Fusion,75,9 AVENUE,10011.0,A
50161087,HALAL CHICK'S,Manhattan,Chicken,961,COLUMBUS AVENUE,10025.0,A
50074520,EL POLLO INKA PERU,Queens,Peruvian,89-20,101 AVENUE,11416.0,A
50132755,TEN'S CABARET,Staten Island,American,2945,ARTHUR KILL ROAD,10309.0,A
50014568,INSOMNIA COOKIES,Manhattan,Bakery Products/Desserts,304,WEST   14 STREET,10014.0,A
41561140,COTTA,Manhattan,Italian,513,COLUMBUS AVENUE,10024.0,A
50113446,SUSHI DAIRO,Manhattan,Japanese,208,3 AVENUE,10003.0,A
41644901,OCEAN SIDE RESTAURANT,Queens,Caribbean,127-19,MERRICK BOULEVARD,11434.0,A
50099781,NAPOLI PIZZA,Staten Island,Pizza,1206,VICTORY BOULEVARD,10301.0,B
50092152,CALI TAJADAS BAKERY & RESTAURANT,Brooklyn,Latin American,241,BAY RIDGE AVENUE,11220.0,A
50072976,POPEYES,Bronx,Chicken,815,HUTCHINSON RIVER PARKWAY,10465.0,A
41210712,DUNKIN' / BASKIN ROBBINS,Brooklyn,Coffee/Tea,643,MANHATTAN AVENUE,11222.0,A
50128923,PLANTA,Brooklyn,Vegan,316,WYTHE AVENUE,11249.0,A
50089980,THE CALAVERAS,Manhattan,Mexican,949,COLUMBUS AVENUE,10025.0,C
50128503,LIN'S GARDEN,Queens,Chinese,652,SENECA AVENUE,11385.0,A
41106644,STARBUCKS,Manhattan,Coffee/Tea,593,9 AVENUE,10036.0,A
50133301,BESSOU,Manhattan,Japanese,25,11 AVENUE,10011.0,A
50103536,BUREK PIZZA,Queens,Eastern European,68-57,FOREST AVENUE,11385.0,A
50137991,PLANTSHED,Manhattan,Coffee/Tea,31,JANE STREET,10014.0,A
